Taxon	BCD1	BCD2	BCP1	BCP2	BD1	BD4	BP1	BP4	CD1	CD2	CD3	CD4	CD5	CD8	CP1	CP2	CP3	CP4	CP5	CP8
Bacteria;Firmicutes;Erysipelotrichi;Erysipelotrichales;Erysipelotrichaceae;Holdemania	0.000125407574618	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000672423556059	0.00515577490856	0.0016029922522	0.00446658247977	0.0108401084011	0.00844084845834	0.000669412976313	0.00307999667027	0.00015653739287	0.00899830220713	0.00657520902671	0.00838465533873
Bacteria;Firmicutes;Erysipelotrichi;Erysipelotrichales;Erysipelotrichaceae;Other	0.000627037873088	0.0	0.000944662655994	0.0	0.0	0.0	0.0	0.0	0.00010617214043	0.000837262591989	0.000480897675661	0.000163696740096	0.0	0.00183686857643	0.000171644352901	0.000124864729876	3.91343482174e-05	0.00025466893039	0.0	0.000148400979446
Bacteria;Firmicutes;Erysipelotrichi;Erysipelotrichales;Erysipelotrichaceae;Turicibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0802469135802	0.104838709677	7.07814269536e-05	4.40664522099e-05	0.00235105530323	0.00107572143492	0.0	0.0	0.00010298661174	4.16215766253e-05	0.00226979219661	0.0124363327674	0.0	0.0
Bacteria;Firmicutes;Other;Other;Other;Other	0.0151743165287	0.00900900900901	0.0149654452344	0.00478468899522	0.00448430493274	0.0	0.0	0.00806451612903	0.0128468289921	0.00956242012956	0.0191824739514	0.00750666479585	0.00413635715305	0.00944675267877	0.0127875042911	0.00761674852243	0.00587015223261	0.0166808149406	0.0213491354818	0.00682644505454
Bacteria;Other;Other;Other;Other;Other	0.004263857537	0.00600600600601	0.00646348133048	0.00239234449761	0.0	0.0	0.0123456790123	0.00806451612903	0.00576868629672	0.00414224650773	0.0102591504141	0.00434965623685	0.00185422906861	0.00625410015307	0.00291795399931	0.00183134937151	0.00262200133057	0.00640916808149	0.00211056092215	0.00281961860948
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Balneimonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.53907134768e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Other;Other	0.0	0.0	0.0	0.00239234449761	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Parasutterella	0.000376222723853	0.0	4.97190871576e-05	0.0	0.0	0.0	0.0	0.0	0.00559173272933	0.00017626580884	0.00112209457654	7.01557457556e-05	0.000855798031665	0.0171441067133	0.000823892893924	0.0	7.82686964349e-05	4.24448217317e-05	8.11754200828e-05	0.00471173109743
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Acidovorax	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000142633005277	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Other;Other	0.0	0.0	4.97190871576e-05	0.0	0.0	0.0	0.0	0.0	7.07814269536e-05	0.0	5.34330750735e-05	0.0	0.0	0.000349879728843	1.71644352901e-05	0.0	0.0	4.24448217317e-05	0.0	0.00022260146917
Bacteria;Proteobacteria;Betaproteobacteria;Other;Other;Other	0.000627037873088	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000566251415629	0.0	5.34330750735e-05	0.0	0.0	0.000131204898316	1.71644352901e-05	0.0	0.0	0.0	0.0	0.0
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Other	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000208107883127	0.0	0.0	0.0	0.0
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Other;Other	0.0	0.0	0.00223735892209	0.0	0.00448430493274	0.0	0.0	0.00806451612903	0.000176953567384	0.0	5.34330750735e-05	0.0	0.0	0.0	0.000360453141092	0.000416215766253	7.82686964349e-05	0.0	0.0	0.0
Bacteria;Proteobacteria;Deltaproteobacteria;Other;Other;Other	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.43288705802e-05	0.0	0.0	0.0	0.0	0.0
Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;Helicobacter	0.0	0.0	9.94381743151e-05	0.0	0.0	0.0	0.0	0.0	3.53907134768e-05	0.0	0.0	0.0	0.0	0.0	6.86577411603e-05	0.0	0.0	0.0	0.0	0.0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Other	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.33852485852e-05	0.000142633005277	0.00126831401706	0.0	0.0	0.0	0.0	0.0	7.42004897232e-05
Bacteria;Proteobacteria;Gammaproteobacteria;Other;Other;Other	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.71644352901e-05	0.0	0.0	0.0	0.0	0.0
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000176953567384	0.0	0.0	0.0	0.0	0.0	5.14933058702e-05	0.0	0.0	0.0	0.0	0.0
Bacteria;Proteobacteria;Other;Other;Other;Other	0.0	0.0	0.0	0.00239234449761	0.0	0.0	0.0	0.0	0.0	0.0	5.34330750735e-05	0.0	0.0	0.0	1.71644352901e-05	0.0	0.0	0.0	0.0	0.0
Bacteria;TM7;TM7_genera_incertae_sedis;Other;Other;Other	0.0	0.0	9.94381743151e-05	0.0	0.0	0.0	0.0	0.0	7.07814269536e-05	0.0	0.000106866150147	0.0	0.0	0.0	6.86577411603e-05	0.0	0.000117403044652	0.0	0.0	0.0
Bacteria;Tenericutes;Mollicutes;Anaeroplasmatales;Anaeroplasmataceae;Anaeroplasma	0.0	0.0	0.0	0.0	0.0	0.0	0.00617283950617	0.0	0.00010617214043	0.0	0.0	0.0	0.000142633005277	0.0	0.0010298661174	0.0	0.0	4.24448217317e-05	0.000811754200828	0.0
Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Akkermansia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000140311491511	0.0	8.74699322108e-05	0.0	0.0	0.0	0.0	0.0	0.0
